源节点,目标节点,担保时间,担保类型,担保金额
T45612d9c5f5d889338c09381a58d5c52,T5fce1fdeda11dd746b85330282550c61,1900-1-1,Chain,0
T45eaf4bd189f63cb845098eef8e10347,T799a608c9e2572ac94c725621678486d,1900-1-1,Focus,0
T45ec144ee4bbfe7edc41edbf0904e3cc,T71b9a4ddd32ca7cbf0f5df57b23ea7df,1900-1-1,Focus,0
T4613286aa4bcf809157247667ffcec4b,Tec2047934228de175f1518df6d850750,1900-1-1,Cross,0
T46190fd25fe854994f4af0302a3bc5f6,T7ef27f4bbe1b10667264c33e6e123fde,1900-1-1,Focus,0
T4650e77686b090372f3940449e3084ad,T0f44f39520bb1a8849b05ae96f47d978,1900-1-1,Chain,0
T46555187969cf8c7d9ed6f94dd35bfa9,Tfad93c6231180c74f36c16f98e18073c,1900-1-1,Focus,0
T466ae00c484a5151b330e82eb521bafc,T48f490e64ae295c820276f396981989a,1900-1-1,Focus,0
T4697bf786de86831802d0a4736ceb62c,T0da79e029bfbe37a85174e54b4a0b8a5,1900-1-1,Focus,0
T4733798c2f69ddc1a7c2ff37205e66e5,T48fdf358e5ca5a16bcefca33efc96654,1900-1-1,Chain,0
T4733798c2f69ddc1a7c2ff37205e66e5,T48fdf358e5ca5a16bcefca33efc96654,1900-1-1,Focus,0
T47853bea70e5451cede0a6e3677a8e3f,Td362d90d70a3a25e56b8a7921aab81d4,1900-1-1,Focus,0
T4818361654533b9e6d2dd45d53db2ef6,T45ec144ee4bbfe7edc41edbf0904e3cc,1900-1-1,Chain,0
T486ed21fa9f397f72fc29335b97835c1,T30ab7dc58116a26dd3cf734957e740a7,1900-1-1,Focus,0
T48b439b80d23e472858e808bd420afab,T98523a0ed92da076f2bc508882157b42,1900-1-1,Chain,0
T48dbd27f8c46b8747c5b5aaac68738e6,T004a6c4c0224ad9863457fa65ab4d447,1900-1-1,Chain,0
T4945c7e2ae5a76ddf850bc74421f9100,Tef02574a963125b07dfc42570dfdaa04,1900-1-1,Chain,0
T499a42dade8fe3687d0f3fb88d17901e,Tfe5399bbfced0327065e83acbdc35251,1900-1-1,Chain,0
T49cc2666d640f1b7031de21fa3ada92e,T0589ed4d25471cc09f1615df701102eb,1900-1-1,Focus,0
T4a1a1a2192764dbefc42c47f0d898a68,Tc8571106034efbe160d6aee587ae36f2,1900-1-1,Focus,0
T4a3a2be3293f8bf3e2cd27e0765951e7,T02c6cc62b17fb3e147a744dbedc2815b,1900-1-1,Cross,0
T4a52c0dec50b5775fe089c222bb8a7eb,T46555187969cf8c7d9ed6f94dd35bfa9,1900-1-1,Focus,0
T4a52c0dec50b5775fe089c222bb8a7eb,Tc9979204958ea086107fe2f9f3786a99,1900-1-1,Focus,0
T4a52c0dec50b5775fe089c222bb8a7eb,Tfad93c6231180c74f36c16f98e18073c,1900-1-1,Focus,0
T4a659aa5fb6a2e8167b60915b3644069,Td1968d26f8afd324499412f44e348f77,1900-1-1,Focus,0
T4ae46f446eae03b3eec9b0fc120758eb,T456d8936c945241fe2970af956d1936f,1900-1-1,Chain,0
T4b3fe0a20635f4bee9b7913020ec5888,T6acfc22859fb67b3269b91ea835b3d01,1900-1-1,Focus,0
T4b3fe0a20635f4bee9b7913020ec5888,T7304579de1b251314e2de1d26ceeb047,1900-1-1,Focus,0
T4bab98ed24018b2eb5464dfd485fa87b,Tf3339cbb97f946a2399fe05203f5393d,1900-1-1,Focus,0
T4c71deac85839dcbe8c3b3f21c4a1519,Tafdea3a42003d541d97c141ae0d748e3,1900-1-1,Focus,0
T4c71deac85839dcbe8c3b3f21c4a1519,Tb988aebd75474f573b5d9e9a7721ce78,1900-1-1,Focus,0
T4cdfbed479f63ae543e9a840d13cd61f,T763c5f42f39fa6f09c4decedcacf9d7a,1900-1-1,Focus,0
T4dadc6c5e7cc06ae14accb6c85679363,Ta140e8f9dc31cf5b0422e816b000f249,1900-1-1,Focus,0
T4e1d4c7743f4df79895a685b92bfe033,T71b9a4ddd32ca7cbf0f5df57b23ea7df,1900-1-1,Focus,0
T4e6d93a8e455cc40ede036f0480485dd,Tcdfc15043fc2ea287ce5d9680750b1dd,1900-1-1,Chain,0
T4eac56f051f56b435f0140d0edbfaafa,T4228f8182f79ffce149709f722535831,1900-1-1,Focus,0
T4f02f39241afa5ec942a5be14e587209,T5967cd0e317736ed39637865807ba48e,1900-1-1,Chain,0
T4f9dd02f933b9ec721c288cd21519067,T2076e36e18c6147cb433d560f2a8a398,1900-1-1,Chain,0
T4fdf6344566bfcedef21b196b5319ed0,T4abb0aa657bc0262d92120cb300e592c,1900-1-1,Focus,0
T4fe6410539f54bc9c0b1e41b32a228ca,T940e5fbbc7bd2a3daa846eaca57f5385,1900-1-1,Focus,0
T50bd90279915b6e6394f4e4f63b240dc,T80148b2c160432be0fbdf8ca779d4547,1900-1-1,Chain,0
T50f765f826a6a0b82c03851c7868b894,T799a608c9e2572ac94c725621678486d,1900-1-1,Focus,0
T5112e85570ab51ddb86d6ad3d050f24f,Tf8ca58f3ab82d07b08bb7421b3f1f0fd,1900-1-1,Focus,0
T51bd97e8e12c77b7ee3a9559b03ede7d,T4c27873b57a6ccdcb73e2d00b3d50207,1900-1-1,Focus,0
T51d75461dbd921faf3dfe83af37ff75e,T0def97c521855e13c0cac26367e2fce8,1900-1-1,Focus,0
T51d75461dbd921faf3dfe83af37ff75e,Tafdea3a42003d541d97c141ae0d748e3,1900-1-1,Focus,0
T523646b13a334390b27a7dad30018611,Tcb8f47fdcfe0749e8dfce95fd164fe2e,1900-1-1,Chain,0
T5292f6ffbc49aefae78f630ac79ac3bd,T4d5b9286f4a19892c0e5922e6cd86a4c,1900-1-1,Chain,0
T5294fb26a3fd0f5a60da5cbc7b028223,Tf3353107c3a9fe5ba8c692830c03be78,1900-1-1,Focus,0
T52bd895672d469fe989c24325add3034,T51d75461dbd921faf3dfe83af37ff75e,1900-1-1,Focus,0
T52bd895672d469fe989c24325add3034,Tafdea3a42003d541d97c141ae0d748e3,1900-1-1,Focus,0
T535830b6ae97f4606fe394fb4220add3,T216f200b9a07824971f9b16c0021c626,1900-1-1,Chain,0
T539c381d9e0688172a1bfc7050c95328,T4fdb8f4b5727cd28ca344b1595caea91,1900-1-1,Focus,0
T53dedf239749654840438f4ff404c060,T4024c4f68bc43f8ab3a2d8b68ef62a1f,1900-1-1,Focus,0
T53dedf239749654840438f4ff404c060,T4024c4f68bc43f8ab3a2d8b68ef62a1f,1900-1-1,Chain,0
T53f397da2ba2093222ab777a08cef1bb,Teb54e0be39bf881c7e2f6230dc14a544,1900-1-1,Chain,0
T541d89e9c0344a3dbd054c36a1bdebbf,T71b9a4ddd32ca7cbf0f5df57b23ea7df,1900-1-1,Focus,0
T5464363fbd9e951616f255319ff41be6,T80b7780a1bc05874add81d2f5f6f4ccf,1900-1-1,Focus,0
T549f4674577af08493cd0ef8abd6ecca,Td09d583653c1d7559b06b88336afd2ab,1900-1-1,Chain,0
T549f4674577af08493cd0ef8abd6ecca,Td09d583653c1d7559b06b88336afd2ab,1900-1-1,Chain,0
T54b48f9ec1f251fa448fed6294a1202a,Tbe4849fb17ae261ec7e964834501d0e6,1900-1-1,Chain,0
T5537fcb9433e78e74aaec4130bf4eaff,T4abb0aa657bc0262d92120cb300e592c,1900-1-1,Focus,0
T554e80d00e4cfa981264e7c07ca3daaf,T0def97c521855e13c0cac26367e2fce8,1900-1-1,Focus,0
T554e80d00e4cfa981264e7c07ca3daaf,T51d75461dbd921faf3dfe83af37ff75e,1900-1-1,Focus,0
T55514214b10fa4acceaf59c296f357d1,Tafdea3a42003d541d97c141ae0d748e3,1900-1-1,Focus,0
T55bd7557147e3e8490435aac36569263,T3c1885219d6b75fef72cb4a40954bbed,1900-1-1,Focus,0
T560456871de9becbc9a62d4ac89041e9,T67758c288f2002934e369688173bbd91,1900-1-1,Focus,0
T563494c026f45abaada8e23f62a22190,Tffca6995d828525ab269f5dc9140f7f7,1900-1-1,Focus,0
T5686de77feb0d2de910dd49410b9a506,Tf99106c96a79ab2eeecaceaf140b634e,1900-1-1,Focus,0
T569b36d57ff2cb7bacac022192428409,Tf8ca58f3ab82d07b08bb7421b3f1f0fd,1900-1-1,Focus,0
T56b6d470b846a96009f97188cc061959,Tfa7a14c735d083300f3452cdfd5568d4,1900-1-1,Focus,0
T56cd2acc7ca290c8cac7056a89ca38d1,T4c3dd854b51101add68c7a2b24e13e3f,1900-1-1,Focus,0
T5849939674b01b385e8ab076b0098eab,Tc16f7ed80970d61e2dd2cee83f784b50,1900-1-1,Chain,0
T586cce47cede04cc75a452546f31ad8f,T681f710e07665c49170aad152609f2ba,1900-1-1,Focus,0
T588b59f4c293b973e5863940438095e1,Te9e8b2ea975238e9c847f57f11f53cef,1900-1-1,Chain,0
T58931a8bef52b3da621599c0a1577099,T88887b9101c7aa5ba9aafdb7e48305f7,1900-1-1,Focus,0
T58931a8bef52b3da621599c0a1577099,Taa62d276cdba9d8aabc51decd05f668d,1900-1-1,Focus,0
T58931a8bef52b3da621599c0a1577099,Td2870e99455629f0a686bb2e22d2ab7b,1900-1-1,Focus,0
T58931a8bef52b3da621599c0a1577099,Td8ab3624df8a40a69dd32161613c6daa,1900-1-1,Focus,0
T58b2ef59015cc471a61c9e4db79a877b,T10c0da01bb75a9a5ab335ed043fab20a,1900-1-1,Focus,0
T58bc321bdfb1da04bef98c9c2e467bd8,T0589ed4d25471cc09f1615df701102eb,1900-1-1,Focus,0
T58f9a33ecd077aa86f054453c8758afb,T10c0da01bb75a9a5ab335ed043fab20a,1900-1-1,Focus,0
T58f9a33ecd077aa86f054453c8758afb,T2456b39e1e8684ca000c392187de78ff,1900-1-1,Focus,0
T59d1a78127e3415bbab3b83560084965,T3fcac446b93adcc6c18e5b8a3aba1311,1900-1-1,Focus,0
T59d1a78127e3415bbab3b83560084965,T41b32e5a1e1f56854be5d1d2c4d13f87,1900-1-1,Focus,0
T59df3da0d4d359e452fca73b2fec526f,T2349f8e7f18cd0d15efbadab5cb65cc9,1900-1-1,Focus,0
T59df3da0d4d359e452fca73b2fec526f,Tc911e62690536cd51ca5678be7b62df5,1900-1-1,Focus,0
T59e6fbb25cf9a86f6b8df019c30f7a5f,Ta5607386dd3f06759dc73406bdf44442,1900-1-1,Chain,0
T5a7d015fb695cdf0bbdc402529c4630d,T4024c4f68bc43f8ab3a2d8b68ef62a1f,1900-1-1,Focus,0
T5be55a283b11c9e3821ac5e50e595ace,T1cb446543c8cb918c3143f5684dd3180,1900-1-1,Chain,0
T5bf5cc38dd4e136ba274cdc93cc68c21,T0589ed4d25471cc09f1615df701102eb,1900-1-1,Focus,0
T5c509493ce680d2ada0faba1be6b99ff,T7ef27f4bbe1b10667264c33e6e123fde,1900-1-1,Focus,0
T5c76f8e619df0e0474b040b8acc9c34e,T28110a4c04ce528d97b854fb2e4246d8,1900-1-1,Chain,0
T5cc2668bc88ade3cdafca4754938c9be,Tb2bf1b0fbcafbe7d3ab0f135830a2609,1900-1-1,Focus,0
T5ccb7d5377bd8b57f394ade80901684c,T10c0da01bb75a9a5ab335ed043fab20a,1900-1-1,Focus,0
T5d2b6a82f3d4ca9783c5e570d2ae430c,T7d5a780bb14dbf816e4d1c6e3825e248,1900-1-1,Chain,0
T5d2d10a29a99316095ce79744cff7f32,T6d9dcabafaa27192aca54fe632932019,1900-1-1,Chain,0
T5d6d6b5d2fe4df018f1446dd7d195180,T0589ed4d25471cc09f1615df701102eb,1900-1-1,Focus,0
T5d8dac27023ab0f1cab78e6296f4183c,T1c2d73922670b7c0f934d630fb6782ad,1900-1-1,Chain,0
T5da0e95b6d41c085b89c3ce47f0e44f4,Td509433d9cb7030a4aeb17526c7e8111,1900-1-1,Chain,0
T5de9d44c64b02a24dc1a30588ed4b30e,Tf99106c96a79ab2eeecaceaf140b634e,1900-1-1,Focus,0
T5ebcf848e8ce69ac8c1b352daea1474e,Tfc0f7b535180dbcc0a456bcc33b433a0,1900-1-1,Chain,0
T5ecccd86075405727de5dc047e87f234,T842834eca3a6f241a45b963619e089aa,1900-1-1,Chain,0
T5f0b12f22b63f9175139e9e000d43e94,Td8ab3624df8a40a69dd32161613c6daa,1900-1-1,Focus,0
T5f904c59afe361108b389c7f78d607b4,T329619363cfec756115e25ca324df405,1900-1-1,Focus,0
T5f904c59afe361108b389c7f78d607b4,T7ef27f4bbe1b10667264c33e6e123fde,1900-1-1,Focus,0
T5f945538f0461751cfde0b3cabcee3f0,T0f6370c0ef168e4077f649b117e7467b,1900-1-1,Chain,0
T5fa0597a03e8996cc15a693c76eca489,T6a21eb120dc6be444ffd48632cf446dc,1900-1-1,Chain,0
T6199a6aee2109a6fcf7f8e29b03f25ad,Te5f0d0466ec538264a96e76b451799dc,1900-1-1,Focus,0
T622927d118e01a0c318121836bd122d9,T2349f8e7f18cd0d15efbadab5cb65cc9,1900-1-1,Focus,0
T622927d118e01a0c318121836bd122d9,Tc911e62690536cd51ca5678be7b62df5,1900-1-1,Focus,0
T628d47266a75dff52f4470e77ba2824b,T7a9bf80afc3d570bbe6c3cc1b1125ff0,1900-1-1,Chain,0
T62b6cf6f9fdaa62126a36c5f9defe00e,Tc966b414feb92727bc184f962dccc3fa,1900-1-1,Focus,0
T63cdae6412f620e0f15410b3fc9352fa,Td8de8ace000d81b2877698ca007b67d3,1900-1-1,Focus,0
T64bbc82654aae342eda003024e7925ec,Tc9802fd61ac76a2240c63de81f3ca6cd,1900-1-1,Chain,0
T64f6083940c035bb52b90c9c125d172e,T0c2453b74990b3af61e49b4e7100dcc0,1900-1-1,Chain,0
T65254761509c0a40cf948492300c4831,T539ad52c49b855ea2d04c02b40ea6078,1900-1-1,Focus,0
T6586a50936efe8a114c18402cd22c2df,T6acfc22859fb67b3269b91ea835b3d01,1900-1-1,Focus,0
T66691cc7377459c18942de1de66026d9,Taa62d276cdba9d8aabc51decd05f668d,1900-1-1,Focus,0
T666c07966b043aea1b09b378323fa3ea,T5d65dd5eafbac41d8840d0ee1d12c0cd,1900-1-1,Focus,0
T66d5086689a4536c877956037a4b5369,T28d2e2633ebd433fd06e229632b48bf7,1900-1-1,Focus,0
T670c7446370fac7e7640a44f1c2db068,T47a91d6cee834012892a6779bbba2d43,1900-1-1,Chain,0
T6827c6c2df5dff48b20810fc10338626,T4c3dd854b51101add68c7a2b24e13e3f,1900-1-1,Focus,0
T6842abf35e2fef5e3ba54ba0dde50e1d,T82d2c55c93364e28d865e0ebab51e211,1900-1-1,Chain,0
T69283fb1ff495f415f14e8f61afba2eb,T3c1885219d6b75fef72cb4a40954bbed,1900-1-1,Focus,0
T69283fb1ff495f415f14e8f61afba2eb,T55bd7557147e3e8490435aac36569263,1900-1-1,Focus,0
T69c6dbc934bba62f03a404311abf2832,T878ec7f88ef37042c52cd91e4fca1639,1900-1-1,Chain,0
T6ab3249f7477413a3267bc4b09d6c4fc,T29465d078178624f6c792532e91d71e1,1900-1-1,Focus,0
T6acfc22859fb67b3269b91ea835b3d01,T7304579de1b251314e2de1d26ceeb047,1900-1-1,Focus,0
T6b1b0c487a288bece5db83325ba9287d,T486ed21fa9f397f72fc29335b97835c1,1900-1-1,Chain,0
T6b84855fcf6515a6d9ec10b731868901,T30ab7dc58116a26dd3cf734957e740a7,1900-1-1,Focus,0
T6b8aa97f69b61cbb626f5cc37dad7b5a,T19d0f756b6a1a7fd37bedca1e336b295,1900-1-1,Focus,0
T6bb85015d208a1ec922f0b2305a180c9,T4b3d678584bf4318d98024affbe99a20,1900-1-1,Chain,0
T6bb85015d208a1ec922f0b2305a180c9,T4b3d678584bf4318d98024affbe99a20,1900-1-1,Chain,0
T6bfd9fdcb5a24ec83618a32b54bc7d97,T98e33fafb0d2bed80786e15fb0fa2363,1900-1-1,Focus,0
T6d5e4652d7a58f42e096f90c86dc0ec4,Te4dedc2bd08e84b59455733dea114b71,1900-1-1,Chain,0
T6d9dcabafaa27192aca54fe632932019,Tfa7a14c735d083300f3452cdfd5568d4,1900-1-1,Focus,0
T6e185d1c3d7ed8e531d9269acd2a2b34,T9174d6af49dbf9a2301a35f800824b76,1900-1-1,Chain,0
T6e403a0c1d77f8b9bd9fbb5c6465f7d6,Tefc81054798af1f90cb84143d0f60e1e,1900-1-1,Focus,0
T6f91ffe5be1aabf63fae945829be557d,T033bcec525c2853d4e8474c87bbd8ec7,1900-1-1,Chain,0
T6fa8d224ddb4e3464e8df927e86a9398,Tf96cb7ea797c90ea26011e2ed634efc6,1900-1-1,Cross,0
T6fcb31a69812b759b99aac45c27a975d,T46555187969cf8c7d9ed6f94dd35bfa9,1900-1-1,Focus,0
T6fcb31a69812b759b99aac45c27a975d,Tc9979204958ea086107fe2f9f3786a99,1900-1-1,Focus,0
T6fcb31a69812b759b99aac45c27a975d,Tfad93c6231180c74f36c16f98e18073c,1900-1-1,Focus,0
T704845d6d4f12f9963d23ff051e93f56,T24a0028b748d8fcdc8a47ce75cf063f0,1900-1-1,Chain,0
T70a151adbd9d8126ac2a7abaff472af5,T2456b39e1e8684ca000c392187de78ff,1900-1-1,Focus,0
T70db06054aaf85cd026826fe23541f98,Td362d90d70a3a25e56b8a7921aab81d4,1900-1-1,Focus,0
T70e7c2de91b411203476a7c1eefd5d1f,Ta75089a66a000bcb9aa51610bb3d7d8d,1900-1-1,Chain,0
T71447b4f53d597e0ebe0584b92793ba2,T87dbaf385a8b8aa3745eee6c15579543,1900-1-1,Chain,0
T716d809d5eb83d92f5f5abb617dea935,T52bf1f55bcc6552b1ec74a7c9ed30461,1900-1-1,Chain,0
T721348d0b85e0bd04b704b6b731c1926,T919255c4c2f1bb9fc519f26922a2afa5,1900-1-1,Chain,0
T721348d0b85e0bd04b704b6b731c1926,T919255c4c2f1bb9fc519f26922a2afa5,1900-1-1,Chain,0
T724d337b4e431252f3bbef5f2529ff6e,Tc7627784f36aa63f7e4d9af01654335f,1900-1-1,Chain,0
T7304579de1b251314e2de1d26ceeb047,T6acfc22859fb67b3269b91ea835b3d01,1900-1-1,Focus,0
T7322f6fc0328445db6531fbc0caa9880,Tb1f0b7a456555177acf91d279600fad6,1900-1-1,Focus,0
T7323c5bb1c900dd0012044ac1da41ef1,Tb9f56a99b70c23666c9bf196455f6f74,1900-1-1,Focus,0
T733ee332cc1d173deef2a4106de0435d,Td0d8cfebbdd179763e0193120e0915b7,1900-1-1,Focus,0
T7388b387d58ad7d204b2bd3f7e489815,T4024c4f68bc43f8ab3a2d8b68ef62a1f,1900-1-1,Focus,0
T73ae75e56bc6c760e3605ac14cc68355,T0def97c521855e13c0cac26367e2fce8,1900-1-1,Focus,0
T73ae75e56bc6c760e3605ac14cc68355,T51d75461dbd921faf3dfe83af37ff75e,1900-1-1,Focus,0
T73ae75e56bc6c760e3605ac14cc68355,Tb988aebd75474f573b5d9e9a7721ce78,1900-1-1,Focus,0
T73e9968660ad83235d408fee0e2d371a,Tf8ca58f3ab82d07b08bb7421b3f1f0fd,1900-1-1,Focus,0
T73fe8f4c7ae965207edd53ec5c13b0c7,T577f8041cc04126727a2ddeeb56e9597,1900-1-1,Chain,0
T74211a2630f6358d55bb2f4554122604,T0531e3f9b02f704fd287e66308091040,1900-1-1,Cross,0
T74211a2630f6358d55bb2f4554122604,T233e17c2d268be5ecd10aa3ac50d5724,1900-1-1,Cross,0
T75ddede10c6119057223ecb9fa6b43a7,T4fdb8f4b5727cd28ca344b1595caea91,1900-1-1,Focus,0
T76448c535a1bc912cc81aeae04b9a383,T78bd1996cf51db039140b0c2534073f1,1900-1-1,Chain,0
T76f77702c5b9ea44f12fdaa83a51d5cb,Tea881104e6ebcfd5b69c6cb848a64d52,1900-1-1,Focus,0
T77020b7b1eb3c09d39f5d983783450f1,Td8de8ace000d81b2877698ca007b67d3,1900-1-1,Focus,0
T77cb1bf7fc65fbc61d7d7eb555f59327,T5d65dd5eafbac41d8840d0ee1d12c0cd,1900-1-1,Focus,0
T77f8dea35b1a081ac678fff2b72cb5b6,Tdea4215d003251897d466da6f2fe5ff0,1900-1-1,Focus,0
T78d49ee2334887c50f8fe966e47682ef,T0da79e029bfbe37a85174e54b4a0b8a5,1900-1-1,Focus,0
T792559433de3c9fb9e80cc4214a7520a,T48fdf358e5ca5a16bcefca33efc96654,1900-1-1,Focus,0
T79850af79f77f0cd52c0385bd5d9580e,Td362d90d70a3a25e56b8a7921aab81d4,1900-1-1,Focus,0
T798d9ccdd1e90abdfbbff550d7323acc,Td1968d26f8afd324499412f44e348f77,1900-1-1,Focus,0
T79c95245206e8a6c309675718383cf16,T844f13d2563b3bcf2493b84d29d89ad4,1900-1-1,Cross,0
T79c95245206e8a6c309675718383cf16,Tb8d71a9c47126e1096c3e312f102d7c3,1900-1-1,Cross,0
T7aa32d57cc166950d467a149393d0cae,Te755755d81f0692e2a0426da78e73299,1900-1-1,Focus,0
T7ad6eb9079a39b2a799d85f3ea41d933,T035879b02e1d1d82186d9464ddf18d3c,1900-1-1,Chain,0
T7b91858d057d712e7c248a1bd8ce9751,Ta67bfdf39fc97de1fb0262f70af1285c,1900-1-1,Chain,0
T7b9b73a7c45efe0f7cb53fef9a5dbc7f,Ta140e8f9dc31cf5b0422e816b000f249,1900-1-1,Focus,0
T7bb893fa4d009319ef537d69a67a8f57,T25be39262393cda96c5015abc91cece9,1900-1-1,Focus,0
T7c72e0a375bf103eb7863c23d5ff67bd,Tb2bf1b0fbcafbe7d3ab0f135830a2609,1900-1-1,Focus,0
T7c7f14ac422a0e5cec085149fa46ec73,T4228f8182f79ffce149709f722535831,1900-1-1,Focus,0
T7cd354b82c801963d8831c841b535409,T32f8b6c21ef32b146ebf51f5dad09244,1900-1-1,Chain,0
T7d4687a6a119baa96dfc5c18cc204156,Te27db90badd901b62416203bf01099e8,1900-1-1,Chain,0
T7d64f4cfd9dc0dd66f37bda36b7d2f83,T4c3dd854b51101add68c7a2b24e13e3f,1900-1-1,Focus,0
T7d8a84b56706f105036cae9366ba613d,Tfce7730e4e6d50d115444a43ff5eb008,1900-1-1,Chain,0
T7d96653f2963ad3ab78bc61210f2a700,T80b7780a1bc05874add81d2f5f6f4ccf,1900-1-1,Focus,0
T7de9a89dfab88a6ec74f95fdefd42594,Tb1f0b7a456555177acf91d279600fad6,1900-1-1,Focus,0
T7dfd628a12314e5ad15c6b675a425d65,T6ba36dd3ebbb70b05412a5bcad24d970,1900-1-1,Focus,0
T7e009c090d372e752d4f2749314126bb,T7323c5bb1c900dd0012044ac1da41ef1,1900-1-1,Focus,0
T7e009c090d372e752d4f2749314126bb,Tb9f56a99b70c23666c9bf196455f6f74,1900-1-1,Focus,0
T7e390817956965b907f9b1e145446f18,T763c5f42f39fa6f09c4decedcacf9d7a,1900-1-1,Focus,0
T7e56e04f3b91dd12e189037600df87bf,Tbdffb2b919de82c59e9ea3d90aba744a,1900-1-1,Chain,0
T7ebbb74102cd1f5d33c10c73bb7a4390,T073912c7eb7a700c044b59b694cd5c84,1900-1-1,Chain,0
T7ebbb74102cd1f5d33c10c73bb7a4390,Tde5366735eda18b53034692458b1bc48,1900-1-1,Chain,0
T7fc677a2bce3480c4808bb2a18a53cdd,T1fdf02b6dcfd5f7aed821ff4842fea4a,1900-1-1,Chain,0
T7ffded4f4d7e0c93e54af06fbf0f6737,Tfeb36a9c6efc00fd0402cadf5f7e8879,1900-1-1,Focus,0
T80a876b017c4eaa40c3e107b10f50ca9,T0def97c521855e13c0cac26367e2fce8,1900-1-1,Focus,0
T80a876b017c4eaa40c3e107b10f50ca9,Tafdea3a42003d541d97c141ae0d748e3,1900-1-1,Focus,0
T80a876b017c4eaa40c3e107b10f50ca9,Tb988aebd75474f573b5d9e9a7721ce78,1900-1-1,Focus,0
T80db2c7fb141c98ee6f1f7a19eec2575,T4bab98ed24018b2eb5464dfd485fa87b,1900-1-1,Focus,0
T8100dfb2adba5195cb4a0cf88d04622f,T73ec1fb5c23a550dbbc71619157c7819,1900-1-1,Chain,0
T8134dfea6ae98afcc01c99452ddfa108,T8baea8f137203b4723124965811b1110,1900-1-1,Chain,0
T814284d6937584f142d425b8e54eb8cf,T48f490e64ae295c820276f396981989a,1900-1-1,Focus,0
T814284d6937584f142d425b8e54eb8cf,T88887b9101c7aa5ba9aafdb7e48305f7,1900-1-1,Focus,0
T814284d6937584f142d425b8e54eb8cf,Taa62d276cdba9d8aabc51decd05f668d,1900-1-1,Focus,0
T820000536cc29c210a53c64fb5321860,T4c94c14f997387ca461297fef4be97fb,1900-1-1,Chain,0
T82239566774120c358cb2ccd44a887db,T54718c2b2c90ed68550c17cb3f35d32c,1900-1-1,Focus,0
T824e05d34cc73136a4a758850e99c7bb,T54718c2b2c90ed68550c17cb3f35d32c,1900-1-1,Focus,0
T8278aeffb38697a3815cfeedabe1faaf,T1469522607b4c3ebad4bb5a520f7ac86,1900-1-1,Focus,0
T8286af576e06adacd22438102e57c7a0,T4c3dd854b51101add68c7a2b24e13e3f,1900-1-1,Focus,0
T82c745f010b43cade828ee9f16b5a78f,T95cbc049ec57cc941c899265703e349e,1900-1-1,Chain,0
T82cfc5cd23a0e4f93caae93c6e28e9ce,T80b7780a1bc05874add81d2f5f6f4ccf,1900-1-1,Focus,0
T8322ffa4ae3867d6c6481c64c2562dd9,Td6242a6c436e74d95f6c4d6185bff6c3,1900-1-1,Focus,0
T836dcac5c8507f6b870fdba3a8d1b0d4,T3c1885219d6b75fef72cb4a40954bbed,1900-1-1,Focus,0
T83bb18360017e4ba0c1baa57a5b8ab5d,T782c06bfed23c4151d205855aa0fcaf1,1900-1-1,Chain,0
T83dc7a7b8fb70116913c6d162238f302,T779e1e9414684f911d0eda4ba31b051b,1900-1-1,Chain,0
T84323b21ecde1d273cd2ed47efe37845,Tf8ef4da5cdcdc77a31b5c3ccf4a74223,1900-1-1,Chain,0
T8596e3c34bce38c3433767042847b299,T4dd515012a583f30e08dd6deab58fc85,1900-1-1,Chain,0
T85af4f1cc9fddf9fe7259890d9c1bbdb,T0def97c521855e13c0cac26367e2fce8,1900-1-1,Focus,0
T86948e12df067ec0bf6466345c941600,T983e446098bb3057fa3b0c1bd793c76b,1900-1-1,Chain,0
T86dce42dd5c5d2bbfd597cdba6c5e62b,T4f221efbd670fe86ff49e98d511eb6dc,1900-1-1,Cross,0
T8777b438dd502b405c8a29513f31db41,Tb744b410b3acf365c3e45281ccef092a,1900-1-1,Chain,0
T87ea3b4588101f06bf2ec2e8f4add380,Td1968d26f8afd324499412f44e348f77,1900-1-1,Focus,0
T88dc0ca3898be86cd3b6821c1a41a480,Taa849b25b6753de4829ee5c8ea0fe5d9,1900-1-1,Chain,0
T88ea7b267478bb29683a9a1380b8817a,T1ac6f993665fba9f73adf9318c9626b3,1900-1-1,Cross,0
T88ea7b267478bb29683a9a1380b8817a,Td9245e90cb6019f12fe83040224b3c43,1900-1-1,Cross,0
T88ea7b267478bb29683a9a1380b8817a,Tefb055d88adf1d5f0cbf512f226fb912,1900-1-1,Cross,0
T89c5c27372e17713f455b627e2c5ce4c,Tbf9c212391e429a2be37a83b7f319afe,1900-1-1,Chain,0
T89ef24d6fd05f74b9a53783cbe298b38,Tf087c4203f4bf077a65b5e2933ed6543,1900-1-1,Chain,0
T89f6c170c08430f36c12705a6bd93dee,T6acfc22859fb67b3269b91ea835b3d01,1900-1-1,Chain,0
T89f6c170c08430f36c12705a6bd93dee,T6acfc22859fb67b3269b91ea835b3d01,1900-1-1,Focus,0
T8aeb077d105f8eb86eaa72e2601261ce,Tdf647e7e3fe6307ae75d59ddf3c5bb0b,1900-1-1,Focus,0
T8b6fbe6641c37325940b187fd5d19d64,T7358e9369d5d06f523696af1abde809b,1900-1-1,Cross,0
T8ba5185991a864c2c82e5e3ed2e4e3e8,T39227b41a739c7f4df51033f8185ff2d,1900-1-1,Chain,0
